Volcano Name,Country,Continent,Area of Activity,VEI,Date,Evidence Method (dating);
"354030,Huaynaputina,""Adams N K, de Silva S L, Self S, Salas G, Schubring S, Permenter J L, Arbesman K"",2001,""The physical volcanology of the 1600 eruption of Huaynaputina, southern Peru"",""Bull Volcanol, 62: 493-518""";
"354030,Huaynaputina,Bullard F M,1962,Volcanoes of Southern Peru,""Bull Volcanol, 24: 443-453""";
"354030,Huaynaputina,""Dietterich H, de Silva S"",2010,""Sulfur yield of the 1600 eruption of Huaynaputina, Peru: Contributions from  magmatic, fluid-phase, and hydrothermal sulfur"",""J. Volcanol. Geotherm. Res., 197: 303-312""";
"354030,Huaynaputina,Gonzalez-Ferran O,1990,""Huaynaputina volcano: the biggest historical dacitic eruption in the central Andes of South America, on February 19, 1600"",""IAVCEI 1990 Internatl Volc Cong, Mainz, Abs, (unpaginated)""";
"354030,Huaynaputina,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354030,Huaynaputina,""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"354030,Huaynaputina,""Lavallee Y, de Silva S L, Salas G, Byrnes J M"",2006,""Explosive volcanism (VEI 6) without caldera formation: insight from Huaynaputina volcano, southern Peru"",""Bull Volcanol, 68: 333-348""";
"354030,Huaynaputina,""Lavallee Y, de Silva S L, Salas G, Byrnes J M"",2009,""Structural control on volcanism at the Ubinas, Huaynaputina, and Ticscani Volcanic Group (UHTVG), southern Peru"",""J. Volcanol. Geotherm. Res., 186: 253-264""";
"354030,Huaynaputina,""Thouret J-C, Davila J, Eissen J-P"",1999,""Largest explosive eruption in historical time in the Andes at Huaynaputina volcano, A.D. 1600, southern Peru"",""Geology, 27: 435-438""";
"354030,Huaynaputina,""Thouret J-C, Juvigne E, Gourgaud A, Boivin P, Davila J"",2002,Reconstruction of the AD 1600 Huaynaputina eruption based on the correlation of geologic evidence with early Spanish chronicles,""J. Volcanol. Geotherm. Res., 115: 529-570""";
"354030,Huaynaputina,""de Silva S L, Alzueta J, Salas G"",2000,""The socioeconomic consequences of the A.D. 1600 eruption of Huaynaputina, southern Peru"",""In: McCoy F W, Heiken G (eds), {Volcanic Hazards and Disasters in Human Antiquity}, Geol Soc Am Spec Pap, 345: 15-24""";
"354030,Huaynaputina,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354030,Huaynaputina,""de Silva S L, Zielinski G A"",1998,""Global influence of the AD 1600 eruption of Huaynaputina, Peru"",""Nature, 393: 455-458""";
"354031,Ticsani,""Adams N K, de Silva S L, Self S, Salas G, Schubring S, Permenter J L, Arbesman K"",2001,""The physical volcanology of the 1600 eruption of Huaynaputina, southern Peru"",""Bull Volcanol, 62: 493-518""";
"354031,Ticsani,Bullard F M,1962,Volcanoes of Southern Peru,""Bull Volcanol, 24: 443-453""";
"354031,Ticsani,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354031,Ticsani,Katsui Y (ed),1971,List of the World Active Volcanoes,""Volc Soc Japan draft ms, (limited circulation), 160 p""";
"354031,Ticsani,""Lavallee Y, de Silva S L, Salas G, Byrnes J M"",2009,""Structural control on volcanism at the Ubinas, Huaynaputina, and Ticscani Volcanic Group (UHTVG), southern Peru"",""J. Volcanol. Geotherm. Res., 186: 253-264""";
"354031,Ticsani,""Thouret J-C, Juvigne E, Marino J, Moscol M, Legeley-Padovani A, Loutsch I, Davila J, Lamadon S, Rivera M"",2002,Late Pleistocene and Holocene tephro-stratigraphy and chronology in southern Peru,""Bol Soc Geol Peru, 93: 45-61""";
354031,Ticsani,Woerner G,2006,,(pers. comm.);
"354031,Ticsani,""de Silva S L, Alzueta J, Salas G"",2000,""The socioeconomic consequences of the A.D. 1600 eruption of Huaynaputina, southern Peru"",""In: McCoy F W, Heiken G (eds), {Volcanic Hazards and Disasters in Human Antiquity}, Geol Soc Am Spec Pap, 345: 15-24""";
"354040,Tutupaca,Bullard F M,1962,Volcanoes of Southern Peru,""Bull Volcanol, 24: 443-453""";
"354040,Tutupaca,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354040,Tutupaca,""Hantke G, Parodi I"",1966,""Colombia, Ecuador and Peru"",""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 19: 1-73""";
"354040,Tutupaca,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
354040,Tutupaca,Samaniego P,2015,Email with additional thoughts about Tutupaca and Yucamane eruptions.,pers comm;
"354040,Tutupaca,""Samaniego P, Valderrama P, Mariño J, van Wyk de Vries B, Roche O, Manrique N, Chédeville C, Liorzou C, Fidel L, Malnati J"",2015,The historical (218±14 aBP) explosive eruption of Tutupaca volcano (Southern Peru),""Bull Volcanol, 77: 51""";
"354040,Tutupaca,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354040,Tutupaca,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"354050,Yucamane,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"354050,Yucamane,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"354050,Yucamane,Katsui Y (ed),1971,List of the World Active Volcanoes,""Volc Soc Japan draft ms, (limited circulation), 160 p""";
"354050,Yucamane,Parodi-I A,1975,Volcanes del Peru,""Soc Geog Lima Bull, 94: 20-23""";
"354050,Yucamane,""Rivera M, Marino J"",2006,""Volcanic hazards evaluation of Yucamane volcano, southern Peru"",""Cities on Volcanoes 4, Quito, Ecuador, 23-27 Jan, 2006, Abs, p 71""";
354050,Yucamane,Samaniego P,2015,Email with additional thoughts about Tutupaca and Yucamane eruptions.,pers comm;
"354050,Yucamane,""Samaniego P, Valderrama P, Mariño J, van Wyk de Vries B, Roche O, Manrique N, Chédeville C, Liorzou C, Fidel L, Malnati J"",2015,The historical (218±14 aBP) explosive eruption of Tutupaca volcano (Southern Peru),""Bull Volcanol, 77: 51""";
"354050,Yucamane,""de Silva S L, Francis P W"",1990,Potentially active volcanoes of Peru - observations using Landsat Thematic Mapper and Space Shuttle imagery,""Bull Volcanol, 52: 286-301""";
"354050,Yucamane,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355011,Taapaca,""Clavero J E, Sparks R S J, Pringle M S, Polanco E, Gardeweg M C"",2004,""Evolution and volcanic hazards of Taapaca Volcanic Complex, Central Andes of Northern Chile"",""J Geol Soc London, 161: 603-618""";
"355011,Taapaca,Gonzalez-Ferran O,1972,Distribucion del volcanismo activo de Chile y la reciente erupcion del Volcan Villarrica,""Instituto Geog Militar Chile, O/T 3491""";
"355011,Taapaca,Gonzalez-Ferran O,1974,Arica - Nevados de Payachata,""IAVCEI Andean Antarctic Volc Problems Guide Book - Excursion A-1, 3-35""";
"355011,Taapaca,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
355011,Taapaca,Moreno H,1985,,(pers. comm.);
"355011,Taapaca,""Worner G, Hammerschmidt K, Henjes-Kunst F, Lezaun J, Wilke H"",2000,""Geochronology (40Ar/39Ar, K-Ar and He-exposure ages) of Cenozoic magmatic rocks from Northern Chile (18-22° S): implications for magmatism and tectonic evolution of the central Andes"",""Rev Geol Chile, 27: 205-240""";
355011,Taapaca,de Silva S L,1990,,(pers. comm.);
"355011,Taapaca,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355012,Parinacota,""Clavero J E, Sparks R J S, Polanco E, Pringle M S"",2004,""Evolution of Parinacota volcano, Central Andes, Northern Chile"",""Rev Geol Chile, 31: 317-347""";
"355012,Parinacota,""Clavero J E, Sparks R S J, Huppert H E, Dade W B"",2002,""Geological constraints on the emplacement mechanism of the Parinacota debris avalanche, northern Chile"",""Bull Volcanol, 64: 40-54""";
"355012,Parinacota,""Davidson J P, McMillan N J, Moorbath S, Worner G, Harmon R S, Lopez-Escobar L"",1990,""The Nevados de Payachata volcanic region (18° S/69° W, N. Chile) II. Evidence for widespread crustal involvement in Andean magmatism"",""Contr Mineral Petr, 105: 412-432""";
"355012,Parinacota,""Francis P W, Wells G L"",1988,Landsat thematic mapper observations of debris avalanche deposits in the central Andes,""Bull Volcanol, 50: 258-278""";
"355012,Parinacota,Gonzalez-Ferran O,1974,Arica - Nevados de Payachata,""IAVCEI Andean Antarctic Volc Problems Guide Book - Excursion A-1, 3-35""";
"355012,Parinacota,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355012,Parinacota,""Hora J M, Singer B S, Worner G"",2007,""Volcano evolution and eruptive flux on the thick crust of the Andean Central Volcanic Zone: 40Ar/39Ar constraints from Volcán Parinacota, Chile"",""Geological Society of America Bulletin 119:3, 343-362""";
"355012,Parinacota,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"355012,Parinacota,""Katsui Y, Gonzalez-Ferran O"",1968,Geologia del area neovolcanica de los Nevados de Payachata,""Chile Univ Inst Geol Pub, 29: 1-161""";
"355012,Parinacota,""Worner G, Hammerschmidt K, Henjes-Kunst F, Lezaun J, Wilke H"",2000,""Geochronology (40Ar/39Ar, K-Ar and He-exposure ages) of Cenozoic magmatic rocks from Northern Chile (18-22° S): implications for magmatism and tectonic evolution of the central Andes"",""Rev Geol Chile, 27: 205-240""";
"355012,Parinacota,""Worner G, Harmon R S, Davidson J, Moorbath S, Turner D L, McMillan N, Nye C, Lopez-Escobar L, Moreno H"",1988,""The Nevados de Payachata volcanic region, I: geological, geochemical, and isotopic observations"",""Bull Volcanol, 50: 287-303""";
"355012,Parinacota,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355020,Guallatiri,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355020,Guallatiri,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355020,Guallatiri,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
355020,Guallatiri,Moreno H,1985,,(pers. comm.);
"355020,Guallatiri,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355030,Isluga,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355030,Isluga,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355030,Isluga,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
355040,Irruputuncu,Banks N G,1991,,(pers. comm.);
"355040,Irruputuncu,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355040,Irruputuncu,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355040,Irruputuncu,Smithsonian Institution-GVN,1990-,[Monthly event reports],""Bull Global Volc Network, v 15-33""";
"355040,Irruputuncu,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355050,Olca-Paruma,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355050,Olca-Paruma,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355050,Olca-Paruma,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355070,San Pedro-San Pablo,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355070,San Pedro-San Pablo,""Francis P W, Roobol M J, Walker G P L, Cobbold P R, Coward M"",1974,The San Pedro and San Pablo volcanoes of northern Chile and their hot avalanche deposits,""Geol Rundschau, 63: 357-388""";
"355070,San Pedro-San Pablo,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355070,San Pedro-San Pablo,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"355070,San Pedro-San Pablo,""O'Callaghan L J, Francis P W"",1986,""Volcanological and petrological evolution of San Pedro volcano, Provincia El Loa, north Chile"",""J Geol Soc London, 143: 275-286""";
"355070,San Pedro-San Pablo,""Worner G, Hammerschmidt K, Henjes-Kunst F, Lezaun J, Wilke H"",2000,""Geochronology (40Ar/39Ar, K-Ar and He-exposure ages) of Cenozoic magmatic rocks from Northern Chile (18-22° S): implications for magmatism and tectonic evolution of the central Andes"",""Rev Geol Chile, 27: 205-240""";
"355070,San Pedro-San Pablo,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355090,Putana,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355090,Putana,Gonzalez-Ferran O,1972,Distribucion del volcanismo activo de Chile y la reciente erupcion del Volcan Villarrica,""Instituto Geog Militar Chile, O/T 3491""";
"355090,Putana,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
355090,Putana,Guest J E,1981,,(pers. comm.);
"355090,Putana,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355100,Lascar,""Calder E S, Sparks R S J, Gardeweg M C"",2000,""Erosion, transport and segregation of pumice and lithic clasts in pyroclastic flows inferred from ignimbrite at Lascar volcano, Chile"",""J. Volcanol. Geotherm. Res., 104: 201-235""";
"355100,Lascar,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355100,Lascar,""Gardeweg M C, Sparks R S J, Matthews S J"",1998,""Evolution of Lascar volcano, northern Chile"",""J Geol Soc London, 155: 89-104""";
"355100,Lascar,""Gardeweg M, Lindsay J"",2004,Lascar volcano and La Pacana caldera,""IAVCEI Gen Assembly 2004 Pucon, Chile Field Trip Guide A2, 32 p""";
"355100,Lascar,""Glaze L S, Francis P W, Self S, Rothery D A"",1989,""The 16 September 1986 eruption of Lascar volcano, north Chile: satellite investigations"",""Bull Volcanol, 51: 149-160""";
"355100,Lascar,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355100,Lascar,""Matthews S J, Gardeweg M C, Sparks R S J"",1997,""The 1984 to 1996 cyclic activity of Lascar volcano, northern Chile: cycles of dome growth, dome subsidence, degasssing and explosive eruptions"",""Bull Volcanol, 59: 72-82""";
"355100,Lascar,""Matthews S J, Jones A P, Gardeweg M C"",1994,""Lascar volcano, northern Chile";" evidence for steady-state disequilibrium"",""J Petr, 35: 401-432"""
"355100,Lascar,""Oppenheimer C, Francis P W, Rothery D A, Carlton R W T"",1993,""Infrared image analysis of volcanic thermal features: Lascar volcano, Chile, 1984-1992"",""J. Geophys. Res, 98: 4269-4286""";
"355100,Lascar,Petit-Breuilh M E,1994,Tabla resumen de la actividad eruptiva del Volcan Lascar,""Serv Nac Geol Min Chile, unpublished rpt""";
"355100,Lascar,""Sparks R S J, Gardeweg M C, Calder E S, Matthews S J"",1997,""Erosion by pyroclastic flows of Lascar volcano, Chile"",""Bull Volcanol, 58: 557-565""";
"355100,Lascar,""Wooster M J, Rothery D A"",1997,""Thermal monitoring of Lascar volcano, Chile, using infrared data from the along-track scanning radiometer: a 1992-1995 time series"",""Bull Volcanol, 58: 566-579""";
"355100,Lascar,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355109,Socompa,""Francis P W, Gardeweg M, Ramirez C F, Rothery D A"",1985,""Catastrophic debris avalanche deposit of Socompa volcano, northern Chile"",""Geology, 13: 600-603""";
"355109,Socompa,""Francis P W, Wells G L"",1988,Landsat thematic mapper observations of debris avalanche deposits in the central Andes,""Bull Volcanol, 50: 258-278""";
"355109,Socompa,Gonzalez-Ferran O,1995,Volcanes de Chile,""Santiago: Instituto Geografico Militar, 635 p""";
"355109,Socompa,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,""IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior""";
"355109,Socompa,""Kelfoun K, Druitt T, van Wyk de Vries B, Guilbaud M-N"",2008,""Topographic reflection of the Socompa debris avalanche, Chile"",""Bull Volcanol, 70: 1169-1187""";
"355109,Socompa,Von Wolff F,1929,Der Volcanismus II Band: Spezieller Teil 1 Teil Die Neue Welt (Pazifische Erdhalfte) der Pazifische Ozean und Seine Randgebiete,""Stuttgart: Ferdinand Enke, 828 p""";
"355109,Socompa,""Wadge G, Francis P W, Ramirez C F"",1995,The Socompa collapse and avalanche event,""J. Volcanol. Geotherm. Res., 66: 309-336""";
"355109,Socompa,""de Silva S L, Francis P W"",1991,Volcanoes of the Central Andes,""Berlin: Springer-Verlag, 216 p""";
"355109,Socompa,""van Wyk de Vries B, Self S, Francis P W, Keszthelyi L"",2001,A gravitational spreading model for the Socompa debris avalanche,""J. Volcanol. Geotherm. Res., 105: 225-247""";
"355110,Llullaillaco,Casertano L,1963,Chilean Continent,""Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 15: 1-55""";
"355110,Llullaillaco,""Francis P W, Wells G L"",1988,Landsat thematic mapper observations of debris avalanche deposits in the central Andes,""Bull Volcanol, 50: 258-278""";
